ActiveCases,Country,Deathsper1Mpop,NewCases,NewDeaths,"Serious,Critical",Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
4144,Poland,3.0,,,50.0,2258.0,4413,107.0,162.0,85467.0,117.0
3475,Romania,9.0,,,179.0,2131.0,4057,176.0,406.0,40987.0,211.0
3222,Japan,0.7,,,79.0,365.0,3906,92.0,592.0,46172.0,31.0
3381,Pakistan,0.2,98.0,1.0,28.0,177.0,3864,54.0,429.0,39183.0,17.0
2490,Malaysia,2.0,,,102.0,1717.0,3793,62.0,1241.0,55566.0,117.0
3456,Ecuador,11.0,,,156.0,739.0,3747,191.0,100.0,13039.0,212.0
3424,Philippines,1.0,,,1.0,210.0,3660,163.0,73.0,22958.0,33.0
2302,Luxembourg,65.0,,,33.0,38805.0,2843,41.0,500.0,24291.0,4542.0
2016,Saudi Arabia,1.0,,,41.0,,2605,38.0,551.0,,75.0
1472,Peru,3.0,,,89.0,619.0,2561,92.0,997.0,20414.0,78.0
2090,Indonesia,0.8,,,,48.0,2491,209.0,192.0,13186.0,9.0
1681,Mexico,1.0,296.0,31.0,89.0,159.0,2439,125.0,633.0,20475.0,19.0
1407,Thailand,0.4,38.0,1.0,30.0,359.0,2258,27.0,824.0,25071.0,32.0
2024,Serbia,7.0,,,101.0,979.0,2200,58.0,118.0,8552.0,252.0
1849,Finland,5.0,,,81.0,5920.0,2176,27.0,300.0,32800.0,393.0
2031,Panama,13.0,,,88.0,2386.0,2100,55.0,14.0,10297.0,487.0
1898,UAE,1.0,,,1.0,22244.0,2076,11.0,167.0,220000.0,210.0
1697,Qatar,1.0,,,37.0,13227.0,1832,4.0,131.0,38108.0,636.0
1709,Dominican Republic,8.0,,,147.0,419.0,1828,86.0,33.0,4542.0,169.0
1407,Greece,8.0,,,90.0,2513.0,1755,79.0,269.0,26193.0,168.0
1579,South Africa,0.2,,,7.0,980.0,1686,12.0,95.0,58098.0,28.0
1250,Argentina,1.0,,,94.0,237.0,1628,53.0,325.0,10709.0,36.0
1445,Colombia,0.9,,,50.0,544.0,1579,46.0,88.0,27685.0,31.0
1096,Iceland,18.0,,,11.0,81701.0,1562,6.0,460.0,27880.0,4577.0
1160,Algeria,4.0,,,46.0,77.0,1423,173.0,90.0,3359.0,32.0
1025,Singapore,1.0,,,25.0,11110.0,1375,6.0,344.0,65000.0,235.0
978,Egypt,0.8,,,,244.0,1322,85.0,259.0,25000.0,13.0
1253,Ukraine,0.9,,,16.0,134.0,1319,38.0,28.0,5864.0,30.0
1076,Croatia,4.0,,,36.0,2793.0,1222,16.0,130.0,11464.0,298.0
918,New Zealand,0.2,54.0,,14.0,8881.0,1160,1.0,241.0,42826.0,241.0
959,Morocco,2.0,,,1.0,138.0,1120,80.0,81.0,5104.0,30.0
1027,Estonia,14.0,,,14.0,16484.0,1108,19.0,62.0,21866.0,835.0
623,Iraq,2.0,,,,,1031,64.0,344.0,,26.0
889,Slovenia,14.0,,,30.0,13590.0,1021,30.0,102.0,28253.0,491.0
909,Moldova,5.0,,,80.0,,965,19.0,37.0,,239.0
695,Hong Kong,0.5,,,12.0,12900.0,915,4.0,216.0,96709.0,122.0
857,Lithuania,6.0,37.0,,11.0,9403.0,880,15.0,8.0,25599.0,323.0
763,Armenia,3.0,,,30.0,1663.0,833,8.0,62.0,4929.0,281.0
699,Hungary,5.0,73.0,9.0,17.0,2458.0,817,47.0,71.0,23746.0,85.0
294,Bahrain,2.0,,,4.0,28023.0,756,4.0,458.0,47684.0,444.0
82,Diamond Princess,,,,10.0,,712,11.0,619.0,,
634,Belarus,1.0,,,11.0,4233.0,700,13.0,53.0,40000.0,74.0
598,Bosnia and Herzegovina,9.0,,,4.0,1809.0,674,29.0,47.0,5934.0,205.0
618,Kazakhstan,0.3,8.0,,16.0,271.0,670,6.0,46.0,5093.0,36.0
561,Kuwait,0.2,,,20.0,,665,1.0,103.0,,156.0
632,Cameroon,0.3,,,,,658,9.0,17.0,,25.0
590,Azerbaijan,0.7,,,11.0,4438.0,641,7.0,44.0,45000.0,63.0
569,Tunisia,2.0,,,39.0,654.0,596,22.0,5.0,7725.0,50.0
517,North Macedonia,11.0,,,15.0,2540.0,570,23.0,30.0,5291.0,274.0
501,Bulgaria,3.0,16.0,,26.0,2288.0,565,22.0,42.0,15899.0,81.0
525,Latvia,0.5,,,5.0,11374.0,542,1.0,16.0,21453.0,287.0
462,Lebanon,3.0,,,27.0,1414.0,541,19.0,60.0,9653.0,79.0
524,Slovakia,0.4,,,3.0,2966.0,534,2.0,8.0,16191.0,98.0
473,Andorra,272.0,,,12.0,,525,21.0,31.0,,6795.0
447,Costa Rica,0.4,,,14.0,1053.0,467,2.0,18.0,5363.0,92.0
411,Cyprus,7.0,,,11.0,9661.0,465,9.0,45.0,11664.0,385.0
425,Uzbekistan,0.06,,,8.0,,457,2.0,30.0,,14.0
394,Afghanistan,0.3,56.0,,,,423,11.0,18.0,,11.0
286,Uruguay,2.0,,,14.0,1550.0,415,6.0,123.0,5385.0,119.0
240,Albania,7.0,,,7.0,893.0,377,21.0,116.0,2571.0,131.0
311,Taiwan,0.2,,,,1563.0,373,5.0,57.0,37219.0,16.0
238,Burkina Faso,0.9,,,,,364,18.0,108.0,,17.0
336,Cuba,0.8,13.0,,12.0,462.0,363,9.0,18.0,5234.0,32.0
217,Jordan,0.6,,,5.0,1666.0,349,6.0,126.0,17000.0,34.0
309,Réunion,,,,4.0,,349,,40.0,,390.0
268,Oman,0.4,,,3.0,,331,2.0,61.0,,65.0
289,Channel Islands,40.0,,,,6655.0,323,7.0,27.0,1157.0,1858.0
279,Ivory Coast,0.1,,,,,323,3.0,41.0,,12.0
277,Honduras,2.0,7.0,,10.0,,305,22.0,6.0,,31.0
251,Ghana,0.2,73.0,,2.0,,287,5.0,31.0,,9.0
210,San Marino,943.0,,,14.0,17270.0,277,32.0,35.0,586.0,8164.0
229,Palestine,0.2,,,,2497.0,254,1.0,24.0,12738.0,50.0
217,Niger,0.4,,,,169.0,253,10.0,26.0,4081.0,10.0
139,Vietnam,,,,8.0,969.0,245,,106.0,94305.0,3.0
230,Mauritius,6.0,,,2.0,3863.0,244,7.0,7.0,4913.0,192.0
236,Malta,,,,3.0,24738.0,241,,5.0,10923.0,546.0
198,Nigeria,0.02,,,2.0,24.0,238,5.0,35.0,5000.0,1.0
230,Montenegro,3.0,,,4.0,2742.0,233,2.0,1.0,1722.0,371.0
191,Kyrgyzstan,0.6,12.0,,5.0,1474.0,228,4.0,33.0,9618.0,35.0
132,Senegal,0.1,,,1.0,,226,2.0,92.0,,13.0
178,Bolivia,1.0,11.0,3.0,3.0,51.0,194,14.0,2.0,591.0,17.0
147,Georgia,0.5,,,6.0,692.0,188,2.0,39.0,2762.0,47.0
76,Faeroe Islands,,,,1.0,100976.0,183,,107.0,4934.0,3745.0
134,Sri Lanka,0.3,,1.0,5.0,152.0,178,6.0,38.0,3248.0,8.0
93,Venezuela,0.2,,,6.0,63.0,165,7.0,65.0,1779.0,6.0
147,Mayotte,7.0,,,3.0,1756.0,164,2.0,15.0,479.0,601.0
138,DRC,0.2,,,,,161,18.0,5.0,,2.0
148,Kenya,0.1,,,2.0,80.0,158,6.0,4.0,4277.0,3.0
97,Martinique,11.0,,,20.0,,151,4.0,50.0,,402.0
101,Guadeloupe,17.0,,,14.0,,139,7.0,31.0,,347.0
83,Isle of Man,12.0,,,,19263.0,139,1.0,55.0,1638.0,1635.0
52,Brunei ,2.0,,,3.0,18883.0,135,1.0,82.0,8261.0,309.0
123,Guinea,,,,,,128,,5.0,,10.0
78,Bangladesh,0.07,,,1.0,22.0,123,12.0,33.0,3610.0,0.7
95,Paraguay,0.7,2.0,,1.0,286.0,115,5.0,15.0,2039.0,16.0
57,Cambodia,,1.0,,1.0,345.0,115,,58.0,5768.0,7.0
57,Gibraltar,,,,,41168.0,109,,52.0,1387.0,3235.0
96,Trinidad and Tobago,6.0,,,,595.0,105,8.0,1.0,833.0,75.0
101,Rwanda,,,,,,105,,4.0,,8.0
81,Djibouti,,,,,,90,,9.0,,91.0
80,Madagascar,,,,6.0,,82,,2.0,,3.0
69,El Salvador,0.6,9.0,,4.0,,78,4.0,5.0,,12.0
21,Liechtenstein,26.0,,,,23605.0,77,1.0,55.0,900.0,2020.0
72,Monaco,25.0,,,4.0,,77,1.0,4.0,,1962.0
54,Guatemala,0.2,4.0,,3.0,63.0,74,3.0,17.0,1134.0,4.0
38,French Guiana,,,,1.0,,72,,34.0,,241.0
69,Aruba,,,,,8523.0,71,,2.0,910.0,665.0
52,Barbados,7.0,,,4.0,1938.0,60,2.0,6.0,557.0,209.0
48,Jamaica,1.0,,,,182.0,59,3.0,8.0,540.0,20.0
32,Togo,0.4,,,,177.0,58,3.0,23.0,1467.0,7.0
52,Uganda,,,,,69.0,52,,,3160.0,1.0
33,Mali,0.2,,,,,47,5.0,9.0,,2.0
38,Congo,0.9,,,,,45,5.0,2.0,,8.0
38,Ethiopia,0.02,,,1.0,16.0,44,2.0,4.0,1843.0,0.4
34,Macao,,,,1.0,,44,,10.0,,68.0
42,French Polynesia,,,,,2200.0,42,,,618.0,150.0
20,Bermuda,32.0,,,,4785.0,39,2.0,17.0,298.0,626.0
37,Cayman Islands,15.0,,,,5554.0,39,1.0,1.0,365.0,593.0
33,Zambia,0.05,,,,34.0,39,1.0,5.0,619.0,2.0
30,Sint Maarten,140.0,,,,2449.0,37,6.0,1.0,105.0,863.0
23,Bahamas,13.0,,,1.0,,33,5.0,5.0,,84.0
23,Saint Martin,52.0,,,6.0,,32,2.0,7.0,,828.0
18,Guyana,6.0,,1.0,8.0,146.0,31,5.0,8.0,115.0,39.0
31,Eritrea,,,,,,31,,,,9.0
20,Benin,0.08,,,,,26,1.0,5.0,,2.0
22,Gabon,0.4,,,,,24,1.0,1.0,,11.0
23,Haiti,0.09,,,,22.0,24,1.0,,247.0,2.0
20,Tanzania,0.02,,,,,24,1.0,3.0,,0.4
21,Myanmar,0.02,,,,23.0,22,1.0,,1246.0,0.4
15,Syria,0.1,,,,,19,2.0,2.0,,1.0
17,Libya,0.1,,,,45.0,19,1.0,1.0,312.0,3.0
6,Maldives,,,,,,19,,13.0,,35.0
18,Guinea-Bissau,,,,,,18,,,,9.0
17,New Caledonia,,,,,7478.0,18,,1.0,2135.0,63.0
12,Angola,0.06,,,,,16,2.0,2.0,,0.5
13,Equatorial Guinea,,,,,609.0,16,,3.0,854.0,11.0
13,Namibia,,,,,142.0,16,,3.0,362.0,6.0
15,Antigua and Barbuda,,,,1.0,408.0,15,,,40.0,153.0
14,Dominica,,,,,4070.0,15,,1.0,293.0,208.0
15,Fiji,,1.0,,,,15,,,,17.0
11,Mongolia,,,,,,15,,4.0,,5.0
8,Liberia,0.6,,,,,14,3.0,3.0,,3.0
13,Saint Lucia,,,,,,14,,1.0,,76.0
7,Curaçao,6.0,,,,,13,1.0,5.0,,79.0
8,Sudan,0.05,,,,,12,2.0,2.0,,0.3
12,Grenada,,,,2.0,400.0,12,,,45.0,107.0
12,Laos,,,,,85.0,12,,,621.0,2.0
7,Greenland,,,,,12648.0,11,,4.0,718.0,194.0
11,Seychelles,,,,,,11,,,,112.0
9,Suriname,2.0,,,,,10,1.0,,,17.0
9,Zimbabwe,0.07,,,,21.0,10,1.0,,316.0,0.7
9,Mozambique,,,,,12.0,10,,1.0,363.0,0.3
10,Saint Kitts and Nevis,,,,,2801.0,10,,,149.0,188.0
6,Eswatini,,,,,,10,,4.0,,9.0
7,MS Zaandam,,,,,,9,2.0,,,
8,Nepal,,,,,57.0,9,,1.0,1656.0,0.3
9,Chad,,,,,,9,,,,0.5
7,Turks and Caicos,26.0,,,,1576.0,8,1.0,,61.0,207.0
8,CAR,,,,,,8,,,,2.0
6,Belize,3.0,,,1.0,674.0,7,1.0,,268.0,18.0
5,Cabo Verde,2.0,,,,,7,1.0,1.0,,13.0
7,Vatican City,,,,,,7,,,,8739.0
6,St. Vincent Grenadines,,,,,,7,,1.0,,63.0
6,Somalia,,,,,,7,,1.0,,0.4
5,Botswana,0.4,,,,411.0,6,1.0,,966.0,3.0
3,Mauritania,0.2,,,,14.0,6,1.0,2.0,67.0,1.0
5,Nicaragua,0.2,,,,,6,1.0,,,0.9
6,Montserrat,,,,,,6,,,,1202.0
5,St. Barth,,,,,,6,,1.0,,607.0
6,Sierra Leone,,,,,,6,,,,0.8
3,Bhutan,,,,,,5,,2.0,,6.0
5,Malawi,,,,1.0,,5,,,,0.3
1,Gambia,0.4,,,,,4,1.0,2.0,,2.0
4,Sao Tome and Principe,,,,,87.0,4,,,19.0,18.0
4,Western Sahara,,,,,,4,,,,7.0
3,Anguilla,,,,,,3,,,,200.0
3,British Virgin Islands,,,,,,3,,,,99.0
3,Burundi,,,,,,3,,,,0.3
2,Caribbean Netherlands,,,,,381.0,2,,,10.0,76.0
2,Falkland Islands,,,,,,2,,,,575.0
2,Papua New Guinea,,,,,8.0,2,,,72.0,0.2
1,Saint Pierre Miquelon,,,,,,1,,,,173.0
1,South Sudan,,,,,,1,,,,0.09
1,Timor-Leste,,,,,,1,,,,0.8
1242,China,2.0,32.0,,211.0,,81740,3331.0,77167.0,,57.0
987685,World,9.6,1562.0,126.0,47396.0,,1347566,74780.0,285101.0,,172.9
