date,cases,active,death,tests
2020-09-20,640040,459169,30495,8582722
2020-09-21,671468,490429,30663,8582722
2020-09-22,682267,500987,30904,8582722
2020-09-23,693556,512146,31034,8582722
2020-09-24,704209,522715,31118,9338927
2020-09-25,716481,534873,31232,9338927
2020-09-26,716481,534873,31232,9338927
2020-09-27,716481,534873,31232,9338927
2020-09-28,748266,566479,31411,9338927
2020-09-29,748266,566479,31411,9338927
2020-09-30,769188,587021,31791,9338927
2020-10-01,778607,596258,31973,10121252
2020-10-02,789932,607470,32086,10121252
2020-10-03,789932,607470,32086,10121252
2020-10-04,789932,607470,32086,10121252
2020-10-05,813412,630811,32225,10121252
2020-10-06,825410,642548,32486,10121252
2020-10-07,835901,652963,32562,10121252
2020-10-08,848324,665260,32688,10923025
2020-10-09,861112,677807,32929,10923025
2020-10-10,861112,677807,32929,10923025
2020-10-11,861112,677807,32929,10923025
2020-10-12,888968,705468,33124,10923025
2020-10-13,896086,712506,33204,10923025
2020-10-14,908056,724267,33413,10923025
2020-10-15,921374,737445,33553,11679598
2020-10-16,936560,752409,33775,11679598
2020-10-17,936560,752409,33775,11679598
2020-10-18,936560,752409,33775,11679598
2020-10-19,974449,790081,33992,11679598
2020-10-20,988322,803736,34210,11679598
2020-10-21,1005295,820553,34366,11679598
2020-10-22,1026281,841384,34521,12699006
2020-10-23,1046132,861004,34752,12699006
2020-10-24,1046132,861004,34752,12699006
2020-10-25,1046132,861004,34752,12699006
2020-10-26,1098320,912913,35031,12699006
2020-10-27,1116738,931064,35298,12699006
2020-10-28,1136503,950661,35466,12699006
2020-10-29,1160083,974068,35639,13880479
2020-10-30,1185678,999424,35878,13880479
2020-10-31,1185678,999424,35878,13880479
2020-11-01,1185678,999424,35878,13880479
2020-11-02,1240697,1054064,36257,13880479
2020-11-03,1259366,1072495,36495,13880479
2020-11-04,1284408,1095914,38118,13880479
2020-11-05,1306316,1117454,38486,15046654
2020-11-06,1328832,1139623,38833,15046654
2020-11-07,1328832,1139623,38833,15046654
2020-11-08,1328832,1139623,38833,15046654
2020-11-09,1381218,1191497,39345,15046654
2020-11-10,1381218,1191497,39345,15046654
2020-11-11,1417709,1227228,40105,15046654
2020-11-12,1437220,1246383,40461,16221524
2020-11-13,1458591,1267446,40769,16221524
2020-11-14,1458591,1267446,40769,16221524
2020-11-15,1458591,1267446,40769,16221524
2020-11-16,1496864,1305235,41253,16221524
2020-11-17,1510023,1317959,41688,16221524
2020-11-18,1525341,1332926,42039,16221524
2020-11-19,1541574,1348907,42291,17288176
2020-11-20,1556730,1363735,42619,17288176
2020-11-21,1556730,1363735,42619,17288176
2020-11-22,1556730,1363735,42619,17288176
2020-11-23,1582616,1389109,43131,17288176
2020-11-24,1594844,1400800,43668,17288176
2020-11-25,1605066,1410653,44037,17288176
2020-11-26,1617355,1422605,44374,18249203
2020-11-27,1628208,1433164,44668,18249203
2020-11-28,1628208,1433164,44668,18249203
2020-11-29,1628208,1433164,44668,18249203
2020-11-30,1648187,1452742,45069,18249203
2020-12-01,1656444,1460557,45511,18249203
2020-12-02,1665775,1469615,45784,18249203
2020-12-03,1675902,1479488,46038,19163355
2020-12-04,1684647,1488019,46252,19163355
2020-12-05,1684647,1488019,46252,19163355
2020-12-06,1684647,1488019,46252,19163355
2020-12-07,1702328,1505306,46646,19163355
2020-12-08,1702328,1505306,46646,19163355
2020-12-09,1712101,1514706,47019,19163355
2020-12-10,1720056,1522336,47344,19915453
2020-12-11,1730575,1532575,47624,19915453
2020-12-12,1730575,1532575,47624,19915453
2020-12-13,1730575,1532575,47624,19915453
2020-12-14,1751884,1553495,48013,19915453
2020-12-15,1762212,1563435,48401,19915453
2020-12-16,1773290,1574318,48596,19915453
2020-12-17,1785421,1586268,48777,20884070
2020-12-18,1797236,1597934,48926,20884070
2020-12-19,1797236,1597934,48926,20884070
2020-12-20,1797236,1597934,48926,20884070
2020-12-21,1819249,1619613,49260,20884070
2020-12-22,1829903,1630007,49520,20884070
2020-12-23,1842289,1642215,49698,20884070
2020-12-24,1854951,1654751,49824,21889333
2020-12-25,1854951,1654751,49824,21889333
2020-12-26,1854951,1654751,49824,21889333
2020-12-27,1854951,1654751,49824,21889333
2020-12-28,1879413,1678915,50122,21889333
2020-12-29,1893502,1692684,50442,21889333
2020-12-30,1910218,1709153,50689,21889333
2020-12-31,1928265,1727052,50837,22688602
2021-01-01,1928265,1727052,50837,22688602
2021-01-02,1928265,1727052,50837,22688602
2021-01-03,1928265,1727052,50837,22688602
2021-01-04,1958844,1757390,51078,22688602
2021-01-05,1982544,1780738,51430,22688602
2021-01-06,1982544,1780738,51430,22688602
2021-01-07,2024904,1822853,51675,23520674
2021-01-08,2050360,1848110,51874,23520674
2021-01-09,2050360,1848110,51874,23520674
2021-01-10,2050360,1848110,51874,23520674
2021-01-11,2111782,1909131,52275,23520674
2021-01-12,2137220,1934161,52683,23520674
2021-01-13,2176089,1972835,52878,23520674
2021-01-14,2211967,2008512,53079,24836511
2021-01-15,2252164,2048474,53314,24836511
2021-01-16,2252164,2048474,53314,24836511
2021-01-17,2252164,2048474,53314,24836511
2021-01-18,2336451,2132306,53769,24836511
2021-01-19,2370742,2166193,54173,24836511
2021-01-20,2412318,2207305,54637,24836511
2021-01-21,2456675,2251258,55041,26470569
2021-01-22,2499560,2293743,55441,26470569
2021-01-23,2499560,2293743,55441,26470569
2021-01-24,2499560,2293743,55441,26470569
2021-01-25,2593382,2386798,56208,26470569
2021-01-26,2629817,2422647,56794,26470569
2021-01-27,2670102,2462435,57291,26470569
2021-01-28,2705001,2496819,57806,28271632
2021-01-29,2743119,2534424,58319,28271632
2021-01-30,2743119,2534424,58319,28271632
2021-01-31,2743119,2534424,58319,28271632
2021-02-01,2822805,2613348,59081,28271632
2021-02-02,2851869,2641688,59805,28271632
2021-02-03,2883465,2672719,60370,28271632
2021-02-04,2913425,2702247,60802,29942569
2021-02-05,2941990,2730228,61386,29942569
2021-02-06,2941990,2730228,61386,29942569
2021-02-07,2941990,2730228,61386,29942569
2021-02-08,2989085,2776414,62295,29942569
2021-02-09,3005487,2792050,63061,29942569
2021-02-10,3023601,2809521,63704,29942569
2021-02-11,3041454,2826861,64217,29942569
2021-02-12,3056035,2840912,64747,29942569
2021-02-13,3056035,2840912,64747,29942569
